snf_grant_number;year;research_area;amount_granted;role;research_institution;research_institution_type;country;iso_code;continent;partner_budget;world_region;person_id
212291;2022;Biology and Medicine;780000;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;11237
192204;2020;Humanities and Social Sciences;920825;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;13938
200968;2021;Humanities and Social Sciences;242848;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;1132
175690;2017;Humanities and Social Sciences;231069;Applicant;University of Fribourg – FR;Cantonal University;Switzerland;CH;Europe;NA;Europe;7640
184972;2019;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;1428
182322;2018;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;13581
204977;2021;Biology and Medicine;653537;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;3546
207383;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Belgium;BE;Europe;NA;Europe;9063
188623;2019;"Mathematics, Natural and
Engineering Sciences";943648;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;15183
192580;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;7245
179439;2018;Biology and Medicine;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;2078
188461;2019;"Mathematics, Natural and
Engineering Sciences";343520;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;10896
182576;2018;Biology and Medicine;1008000;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;197
173281;2017;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;7983
189334;2019;Biology and Medicine;NA;Projektpartner;Other Hospitals – ASPIT;Other research institutions;Switzerland;CH;Europe;NA;Europe;10933
196898;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;2190
212344;2022;Biology and Medicine;950000;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;11409
192247;2020;Humanities and Social Sciences;574441;Applicant;University of Neuchatel – NE;Cantonal University;Switzerland;CH;Europe;NA;Europe;15628
185494;2019;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;8819
192400;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;13775
192578;2020;Humanities and Social Sciences;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;14235
212055;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Iran;IR;Asia;NA;Asia;12108
200691;2021;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;13729
207605;2022;Humanities and Social Sciences;708081;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;7085
201065;2021;Biology and Medicine;632000;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;7425
178819;2018;Humanities and Social Sciences;776620;Applicant;University of Neuchatel – NE;Cantonal University;Switzerland;CH;Europe;NA;Europe;16355
205197;2021;Biology and Medicine;908000;Applicant;Università della Svizzera italiana – USI;Cantonal University;Switzerland;CH;Europe;NA;Europe;9546
182000;2018;"Mathematics, Natural and
Engineering Sciences";800000;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;15758
200912;2021;Biology and Medicine;911382;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;14612
173035;2017;Humanities and Social Sciences;437964;Co-applicants;Pädagogische Hochschule Bern – PHBern;University of Teacher Education;Switzerland;CH;Europe;NA;Europe;12320
204322;2021;"Mathematics, Natural and
Engineering Sciences";769337;Applicant;Swiss Federal Institute for Forest, Snow and Landscape Research  – WSL;ETH domain;Switzerland;CH;Europe;NA;Europe;8239
212283;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;4848
192363;2020;"Mathematics, Natural and
Engineering Sciences";734938;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;8536
176403;2017;Biology and Medicine;634322;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;3421
212974;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Belgium;BE;Europe;NA;Europe;7173
182418;2018;"Mathematics, Natural and
Engineering Sciences";720000;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;7988
189075;2019;Biology and Medicine;525000;Applicant;Swiss Federal Institute for Forest, Snow and Landscape Research  – WSL;ETH domain;Switzerland;CH;Europe;NA;Europe;1331
188576;2019;Biology and Medicine;495715;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;13526
204081;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;3425
172962;2017;Biology and Medicine;632000;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;295
192247;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;9911
197401;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Austria;AT;Europe;NA;Europe;1327
184827;2019;Biology and Medicine;759360;Applicant;Università della Svizzera italiana – USI;Cantonal University;Switzerland;CH;Europe;NA;Europe;521
208170;2022;Biology and Medicine;812000;Applicant;University of Fribourg – FR;Cantonal University;Switzerland;CH;Europe;NA;Europe;11160
189019;2019;Humanities and Social Sciences;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;6940
197618;2020;Biology and Medicine;705407;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;6771
178963;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;13383
176063;2017;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;1305
192811;2020;Humanities and Social Sciences;202726;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;12872
182007;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;6930
175790;2017;"Mathematics, Natural and
Engineering Sciences";188477;Co-applicants;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;10860
172710;2017;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;5786
213085;2022;"Mathematics, Natural and
Engineering Sciences";882166;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;7166
179404;2018;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;9752
192816;2020;Humanities and Social Sciences;184836;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;5452
200850;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;12103
192832;2020;Humanities and Social Sciences;NA;Projektpartner;Berne University of Applied Sciences – BFH;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;3237
173006;2017;Biology and Medicine;632000;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;6678
182406;2018;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;4670
179483;2018;Biology and Medicine;389176;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;13935
184602;2019;"Mathematics, Natural and
Engineering Sciences";453928;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;1111
172826;2017;Humanities and Social Sciences;400338;Applicant;University of Neuchatel – NE;Cantonal University;Switzerland;CH;Europe;NA;Europe;8014
212493;2022;Humanities and Social Sciences;1111617;Applicant;University of Neuchatel – NE;Cantonal University;Switzerland;CH;Europe;NA;Europe;3874
204478;2021;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;2075
188596;2019;"Mathematics, Natural and
Engineering Sciences";777580;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;8965
173342;2017;Biology and Medicine;NA;Projektpartner;NA;NA;Ecuador;EC;South America;NA;Latin America;9057
188808;2019;Humanities and Social Sciences;NA;Projektpartner;University of Applied Sciences and Arts Northwestern Switzerland (without UTE) – FHNW;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;14269
175653;2017;"Mathematics, Natural and
Engineering Sciences";476212;Co-applicants;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;7525
204977;2021;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;3814
207700;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Netherlands;NL;Europe;NA;Europe;15072
212388;2022;Biology and Medicine;NA;Projektpartner;NA;NA;Israel;IL;Asia;NA;Asia;4843
179459;2018;Biology and Medicine;NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;1311
204106;2021;"Mathematics, Natural and
Engineering Sciences";878000;Applicant;Università della Svizzera italiana – USI;Cantonal University;Switzerland;CH;Europe;NA;Europe;13368
204548;2021;Humanities and Social Sciences;532707;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;7272
204412;2021;Humanities and Social Sciences;NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;4601
192832;2020;Humanities and Social Sciences;NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;15673
182559;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Spain;ES;Europe;NA;Europe;8948
204407;2021;Humanities and Social Sciences;354446;Co-applicants;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;7578
188887;2019;Biology and Medicine;1344000;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;13395
176084;2017;Humanities and Social Sciences;241807;Applicant;University of Applied Sciences and Arts Northwestern Switzerland (without UTE) – FHNW;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;2528
172554;2017;Humanities and Social Sciences;471774;Applicant;University of Applied Sciences and Arts Northwestern Switzerland (without UTE) – FHNW;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;8535
185007;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;10006
189065;2019;Biology and Medicine;873021;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;1252
185263;2019;Biology and Medicine;NA;Projektpartner;NA;NA;Tanzania;TZ;Africa;NA;Africa;9766
204231;2021;"Mathematics, Natural and
Engineering Sciences";995404;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;11251
176387;2017;Humanities and Social Sciences;433604;Co-applicants;Graduate Institute of International and Development Studies – IHEID;Other research institutions;Switzerland;CH;Europe;NA;Europe;2595
182236;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Austria;AT;Europe;NA;Europe;2473
173137;2017;Biology and Medicine;700000;Applicant;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;12922
182156;2018;Humanities and Social Sciences;995019;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;3134
200639;2021;"Mathematics, Natural and
Engineering Sciences";405207;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;13239
204315;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;13161
182120;2018;Humanities and Social Sciences;770655;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;1326
200502;2021;"Mathematics, Natural and
Engineering Sciences";581100;Applicant;Università della Svizzera italiana – USI;Cantonal University;Switzerland;CH;Europe;NA;Europe;568
175676;2017;"Mathematics, Natural and
Engineering Sciences";639839;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;8395
175807;2017;"Mathematics, Natural and
Engineering Sciences";416859;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;11356
200873;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;15689
197595;2020;Biology and Medicine;690018;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;11996
197157;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;2302
207948;2022;Humanities and Social Sciences;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;4400
184918;2019;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;10271
192534;2020;Humanities and Social Sciences;208418;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;1328
188488;2019;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;6654
197076;2020;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;14671
175941;2017;"Mathematics, Natural and
Engineering Sciences";286964;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;4484
197524;2020;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;15995
178742;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Singapore;SG;Asia;NA;Asia;13304
212687;2022;Humanities and Social Sciences;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;5892
188757;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Chile;CL;South America;NA;Latin America;13634
197782;2020;Biology and Medicine;720000;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;10026
182226;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;1290
185324;2019;Biology and Medicine;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;2020
207468;2022;Biology and Medicine;986000;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;3602
208100;2022;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;4272
212298;2022;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;9985
204378;2021;Humanities and Social Sciences;NA;Projektpartner;University of Applied Sciences and Arts Western Switzerland – HES-SO;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;10642
189109;2019;Biology and Medicine;NA;Projektpartner;Swiss Federal Institute for Forest, Snow and Landscape Research  – WSL;ETH domain;Switzerland;CH;Europe;NA;Europe;9353
